"NEGERI","year","week","No_of_dengue_case"
"SELANGOR",2013," 34","447"
"WPKL/PUTRAJAYA",2013," 34","34"
"N.SEMBILAN",2013," 34","10"
"MELAKA",2013," 34","33"
"JOHOR",2013," 34","111"
"PAHANG",2013," 34","12"
"TERENGGANU",2013," 34","28"
"KELANTAN",2013," 34","36"
"SARAWAK",2013," 34","22"
"SABAH",2013," 34","11"
"LABUAN",2013," 34","1"
"MALAYSIA",2013," 34","824"
"PERLIS",2014," 34","8"
"KEDAH",2014," 34","17"
"PULAU PINANG",2014," 34","62"
"PERAK",2014," 34","78"
"SELANGOR",2014," 34","832"
"WPKL/PUTRAJAYA",2014," 34","107"
"N.SEMBILAN",2014," 34","48"
"MELAKA",2014," 34","52"
"JOHOR",2014," 34","144"
"PAHANG",2014," 34","44"
"TERENGGANU",2014," 34","64"
"KELANTAN",2014," 34","1286"
"SARAWAK",2014," 34","39"
"SABAH",2014," 34","31"
"LABUAN",2014," 34","0"
"MALAYSIA",2014," 34","2812"
"PERLIS",2015," 34",NA
"KEDAH",2015," 34",NA
"PULAU PINANG",2015," 34",NA
"PERAK",2015," 34",NA
"SELANGOR",2015," 34",NA
"WPKL/PUTRAJAYA",2015," 34",NA
"N.SEMBILAN",2015," 34",NA
"MELAKA",2015," 34",NA
"JOHOR",2015," 34",NA
"PAHANG",2015," 34",NA
"TERENGGANU",2015," 34",NA
"KELANTAN",2015," 34",NA
"SARAWAK",2015," 34",NA
"SABAH",2015," 34",NA
"LABUAN",2015," 34",NA
"MALAYSIA",2015," 34","0"
"PERLIS",2010," 35","9"
"KEDAH",2010," 35","13"
"PULAU PINANG",2010," 35","66"
"PERAK",2010," 35","58"
"SELANGOR",2010," 35","236"
"WPKL/PUTRAJAYA",2010," 35","51"
"N.SEMBILAN",2010," 35","9"
"MELAKA",2010," 35","43"
"JOHOR",2010," 35","149"
"PAHANG",2010," 35","30"
"TERENGGANU",2010," 35","42"
"KELANTAN",2010," 35","307"
"SARAWAK",2010," 35","77"
"SABAH",2010," 35","54"
"LABUAN",2010," 35","0"
"MALAYSIA",2010," 35","1144"
"PERLIS",2011," 35","0"
"KEDAH",2011," 35","2"
"PULAU PINANG",2011," 35","20"
"PERAK",2011," 35","10"
"SELANGOR",2011," 35","70"
"WPKL/PUTRAJAYA",2011," 35","17"
"N.SEMBILAN",2011," 35","7"
"MELAKA",2011," 35","2"
"JOHOR",2011," 35","10"
"PAHANG",2011," 35","5"
"TERENGGANU",2011," 35","6"
"KELANTAN",2011," 35","13"
"SARAWAK",2011," 35","10"
"SABAH",2011," 35","4"
"LABUAN",2011," 35","0"
"MALAYSIA",2011," 35","176"
"PERLIS",2012," 35","2"
"KEDAH",2012," 35","13"
"PULAU PINANG",2012," 35","8"
"PERAK",2012," 35","37"
"SELANGOR",2012," 35","134"
"WPKL/PUTRAJAYA",2012," 35","24"
"N.SEMBILAN",2012," 35","20"
"MELAKA",2012," 35","2"
"JOHOR",2012," 35","27"
"PAHANG",2012," 35","7"
"TERENGGANU",2012," 35","19"
"KELANTAN",2012," 35","29"
"SARAWAK",2012," 35","33"
"SABAH",2012," 35","17"
"LABUAN",2012," 35","0"
"MALAYSIA",2012," 35","372"
"PERLIS",2013," 35","2"
"KEDAH",2013," 35","14"
"PULAU PINANG",2013," 35","21"
"PERAK",2013," 35","48"
"SELANGOR",2013," 35","436"
"WPKL/PUTRAJAYA",2013," 35","45"
"N.SEMBILAN",2013," 35","12"
"MELAKA",2013," 35","39"
"JOHOR",2013," 35","119"
"PAHANG",2013," 35","16"
"TERENGGANU",2013," 35","22"
"KELANTAN",2013," 35","28"
"SARAWAK",2013," 35","12"
"SABAH",2013," 35","10"
"LABUAN",2013," 35","0"
"MALAYSIA",2013," 35","824"
"PERLIS",2014," 35","4"
"KEDAH",2014," 35","21"
"PULAU PINANG",2014," 35","61"
"PERAK",2014," 35","84"
"SELANGOR",2014," 35","840"
"WPKL/PUTRAJAYA",2014," 35","111"
"N.SEMBILAN",2014," 35","21"
"MELAKA",2014," 35","61"
"JOHOR",2014," 35","139"
"PAHANG",2014," 35","53"
"TERENGGANU",2014," 35","57"
"KELANTAN",2014," 35","971"
"SARAWAK",2014," 35","31"
"SABAH",2014," 35","18"
"LABUAN",2014," 35","0"
"MALAYSIA",2014," 35","2472"
"PERLIS",2015," 35",NA
"KEDAH",2015," 35",NA
"PULAU PINANG",2015," 35",NA
"PERAK",2015," 35",NA
"SELANGOR",2015," 35",NA
"WPKL/PUTRAJAYA",2015," 35",NA
"N.SEMBILAN",2015," 35",NA
"MELAKA",2015," 35",NA
"JOHOR",2015," 35",NA
"PAHANG",2015," 35",NA
"TERENGGANU",2015," 35",NA
"KELANTAN",2015," 35",NA
"SARAWAK",2015," 35",NA
"SABAH",2015," 35",NA
"LABUAN",2015," 35",NA
"MALAYSIA",2015," 35","0"
"PERLIS",2010," 36","5"
"KEDAH",2010," 36","6"
"PULAU PINANG",2010," 36","54"
"PERAK",2010," 36","41"
"SELANGOR",2010," 36","186"
"WPKL/PUTRAJAYA",2010," 36","55"
"N.SEMBILAN",2010," 36","9"
"MELAKA",2010," 36","36"
"JOHOR",2010," 36","114"
"PAHANG",2010," 36","16"
"TERENGGANU",2010," 36","57"
"KELANTAN",2010," 36","214"
"SARAWAK",2010," 36","67"
"SABAH",2010," 36","38"
"LABUAN",2010," 36","0"
"MALAYSIA",2010," 36","898"
"PERLIS",2011," 36","2"
"KEDAH",2011," 36","6"
"PULAU PINANG",2011," 36","24"
"PERAK",2011," 36","25"
"SELANGOR",2011," 36","103"
"WPKL/PUTRAJAYA",2011," 36","42"
"N.SEMBILAN",2011," 36","17"
"MELAKA",2011," 36","3"
"JOHOR",2011," 36","29"
"PAHANG",2011," 36","12"
"TERENGGANU",2011," 36","11"
"KELANTAN",2011," 36","13"
"SARAWAK",2011," 36","19"
"SABAH",2011," 36","5"
"LABUAN",2011," 36","0"
"MALAYSIA",2011," 36","311"
"PERLIS",2012," 36","3"
"KEDAH",2012," 36","20"
"PULAU PINANG",2012," 36","11"
"PERAK",2012," 36","49"
"SELANGOR",2012," 36","124"
"WPKL/PUTRAJAYA",2012," 36","16"
"N.SEMBILAN",2012," 36","9"
"MELAKA",2012," 36","4"
"JOHOR",2012," 36","28"
"PAHANG",2012," 36","7"
"TERENGGANU",2012," 36","11"
"KELANTAN",2012," 36","26"
"SARAWAK",2012," 36","29"
"SABAH",2012," 36","17"
"LABUAN",2012," 36","0"
"MALAYSIA",2012," 36","354"
"PERLIS",2013," 36","5"
"KEDAH",2013," 36","11"
"PULAU PINANG",2013," 36","28"
"PERAK",2013," 36","33"
"SELANGOR",2013," 36","391"
"WPKL/PUTRAJAYA",2013," 36","38"
"N.SEMBILAN",2013," 36","11"
"MELAKA",2013," 36","39"
"JOHOR",2013," 36","92"
"PAHANG",2013," 36","20"
"TERENGGANU",2013," 36","16"
"KELANTAN",2013," 36","29"
"SARAWAK",2013," 36","16"
"SABAH",2013," 36","11"
"LABUAN",2013," 36","1"
"MALAYSIA",2013," 36","741"
"PERLIS",2014," 36","4"
"KEDAH",2014," 36","14"
"PULAU PINANG",2014," 36","42"
"PERAK",2014," 36","73"
"SELANGOR",2014," 36","756"
"WPKL/PUTRAJAYA",2014," 36","84"
"N.SEMBILAN",2014," 36","46"
"MELAKA",2014," 36","43"
"JOHOR",2014," 36","123"
"PAHANG",2014," 36","40"
"TERENGGANU",2014," 36","60"
"KELANTAN",2014," 36","839"
"SARAWAK",2014," 36","39"
"SABAH",2014," 36","30"
"LABUAN",2014," 36","0"
"MALAYSIA",2014," 36","2193"
"PERLIS",2015," 36",NA
"KEDAH",2015," 36",NA
"PULAU PINANG",2015," 36",NA
"PERAK",2015," 36",NA
"SELANGOR",2015," 36",NA
"WPKL/PUTRAJAYA",2015," 36",NA
"N.SEMBILAN",2015," 36",NA
"MELAKA",2015," 36",NA
"JOHOR",2015," 36",NA
"PAHANG",2015," 36",NA
"TERENGGANU",2015," 36",NA
"KELANTAN",2015," 36",NA
"SARAWAK",2015," 36",NA
"SABAH",2015," 36",NA
"LABUAN",2015," 36",NA
"MALAYSIA",2015," 36","0"
"PERLIS",2010," 37","7"
"KEDAH",2010," 37","14"
"PULAU PINANG",2010," 37","69"
"PERAK",2010," 37","41"
"SELANGOR",2010," 37","150"
"WPKL/PUTRAJAYA",2010," 37","39"
"N.SEMBILAN",2010," 37","9"
"MELAKA",2010," 37","46"
"JOHOR",2010," 37","107"
"PAHANG",2010," 37","16"
"TERENGGANU",2010," 37","38"
"KELANTAN",2010," 37","169"
"SARAWAK",2010," 37","56"
"SABAH",2010," 37","42"
"LABUAN",2010," 37","0"
"MALAYSIA",2010," 37","803"
"PERLIS",2011," 37","4"
"KEDAH",2011," 37","10"
"PULAU PINANG",2011," 37","25"
"PERAK",2011," 37","23"
"SELANGOR",2011," 37","122"
"WPKL/PUTRAJAYA",2011," 37","53"
"N.SEMBILAN",2011," 37","12"
"MELAKA",2011," 37","5"
"JOHOR",2011," 37","18"
"PAHANG",2011," 37","14"
"TERENGGANU",2011," 37","6"
"KELANTAN",2011," 37","9"
"SARAWAK",2011," 37","20"
"SABAH",2011," 37","4"
"LABUAN",2011," 37","0"
"MALAYSIA",2011," 37","325"
"PERLIS",2012," 37","0"
"KEDAH",2012," 37","10"
"PULAU PINANG",2012," 37","4"
"PERAK",2012," 37","46"
"SELANGOR",2012," 37","118"
"WPKL/PUTRAJAYA",2012," 37","26"
"N.SEMBILAN",2012," 37","7"
"MELAKA",2012," 37","4"
"JOHOR",2012," 37","24"
"PAHANG",2012," 37","13"
"TERENGGANU",2012," 37","16"
"KELANTAN",2012," 37","31"
"SARAWAK",2012," 37","29"
"SABAH",2012," 37","10"
"LABUAN",2012," 37","0"
"MALAYSIA",2012," 37","338"
"PERLIS",2013," 37","8"
"KEDAH",2013," 37","11"
"PULAU PINANG",2013," 37","38"
"PERAK",2013," 37","53"
"SELANGOR",2013," 37","424"
"WPKL/PUTRAJAYA",2013," 37","31"
"N.SEMBILAN",2013," 37","23"
"MELAKA",2013," 37","59"
"JOHOR",2013," 37","89"
"PAHANG",2013," 37","29"
"TERENGGANU",2013," 37","16"
"KELANTAN",2013," 37","35"
"SARAWAK",2013," 37","15"
"SABAH",2013," 37","12"
"LABUAN",2013," 37","0"
"MALAYSIA",2013," 37","843"
"PERLIS",2014," 37","8"
"KEDAH",2014," 37","8"
"PULAU PINANG",2014," 37","68"
"PERAK",2014," 37","104"
"SELANGOR",2014," 37","768"
"WPKL/PUTRAJAYA",2014," 37","113"
"N.SEMBILAN",2014," 37","49"
"MELAKA",2014," 37","59"
"JOHOR",2014," 37","135"
"PAHANG",2014," 37","64"
"TERENGGANU",2014," 37","86"
"KELANTAN",2014," 37","720"
"SARAWAK",2014," 37","48"
"SABAH",2014," 37","36"
"LABUAN",2014," 37","0"
"MALAYSIA",2014," 37","2266"
"PERLIS",2015," 37",NA
"KEDAH",2015," 37",NA
"PULAU PINANG",2015," 37",NA
"PERAK",2015," 37",NA
"SELANGOR",2015," 37",NA
"WPKL/PUTRAJAYA",2015," 37",NA
"N.SEMBILAN",2015," 37",NA
"MELAKA",2015," 37",NA
"JOHOR",2015," 37",NA
"PAHANG",2015," 37",NA
"TERENGGANU",2015," 37",NA
"KELANTAN",2015," 37",NA
"SARAWAK",2015," 37",NA
"SABAH",2015," 37",NA
"LABUAN",2015," 37",NA
"MALAYSIA",2015," 37","0"
"PERLIS",2010," 38","5"
"KEDAH",2010," 38","14"
"PULAU PINANG",2010," 38","51"
"PERAK",2010," 38","55"
"SELANGOR",2010," 38","242"
"WPKL/PUTRAJAYA",2010," 38","53"
"N.SEMBILAN",2010," 38","10"
"MELAKA",2010," 38","62"
"JOHOR",2010," 38","137"
"PAHANG",2010," 38","31"
"TERENGGANU",2010," 38","47"
"KELANTAN",2010," 38","163"
"SARAWAK",2010," 38","66"
"SABAH",2010," 38","37"
"LABUAN",2010," 38","0"
"MALAYSIA",2010," 38","973"
"PERLIS",2011," 38","6"
"KEDAH",2011," 38","5"
"PULAU PINANG",2011," 38","18"
"PERAK",2011," 38","16"
"SELANGOR",2011," 38","147"
"WPKL/PUTRAJAYA",2011," 38","38"
"N.SEMBILAN",2011," 38","11"
"MELAKA",2011," 38","5"
"JOHOR",2011," 38","19"
"PAHANG",2011," 38","17"
"TERENGGANU",2011," 38","12"
"KELANTAN",2011," 38","15"
"SARAWAK",2011," 38","16"
"SABAH",2011," 38","5"
"LABUAN",2011," 38","0"
"MALAYSIA",2011," 38","330"
"PERLIS",2012," 38","2"
"KEDAH",2012," 38","18"
"PULAU PINANG",2012," 38","13"
"PERAK",2012," 38","51"
"SELANGOR",2012," 38","90"
"WPKL/PUTRAJAYA",2012," 38","27"
"N.SEMBILAN",2012," 38","14"
"MELAKA",2012," 38","6"
"JOHOR",2012," 38","33"
"PAHANG",2012," 38","11"
"TERENGGANU",2012," 38","8"
"KELANTAN",2012," 38","27"
"SARAWAK",2012," 38","32"
"SABAH",2012," 38","12"
"LABUAN",2012," 38","0"
"MALAYSIA",2012," 38","344"
"PERLIS",2013," 38","5"
"KEDAH",2013," 38","13"
"PULAU PINANG",2013," 38","24"
"PERAK",2013," 38","28"
"SELANGOR",2013," 38","542"
"WPKL/PUTRAJAYA",2013," 38","52"
"N.SEMBILAN",2013," 38","18"
"MELAKA",2013," 38","61"
"JOHOR",2013," 38","89"
"PAHANG",2013," 38","16"
"TERENGGANU",2013," 38","30"
"KELANTAN",2013," 38","36"
"SARAWAK",2013," 38","18"
"SABAH",2013," 38","14"
"LABUAN",2013," 38","0"
"MALAYSIA",2013," 38","946"
"PERLIS",2014," 38","9"
"KEDAH",2014," 38","15"
"PULAU PINANG",2014," 38","47"
"PERAK",2014," 38","79"
"SELANGOR",2014," 38","642"
"WPKL/PUTRAJAYA",2014," 38","77"
"N.SEMBILAN",2014," 38","35"
"MELAKA",2014," 38","55"
"JOHOR",2014," 38","120"
"PAHANG",2014," 38","65"
"TERENGGANU",2014," 38","44"
"KELANTAN",2014," 38","490"
"SARAWAK",2014," 38","41"
"SABAH",2014," 38","13"
"LABUAN",2014," 38","0"
"MALAYSIA",2014," 38","1732"
"PERLIS",2015," 38",NA
"KEDAH",2015," 38",NA
"PULAU PINANG",2015," 38",NA
"PERAK",2015," 38",NA
"SELANGOR",2015," 38",NA
"WPKL/PUTRAJAYA",2015," 38",NA
"N.SEMBILAN",2015," 38",NA
"MELAKA",2015," 38",NA
"JOHOR",2015," 38",NA
"PAHANG",2015," 38",NA
"TERENGGANU",2015," 38",NA
"KELANTAN",2015," 38",NA
"SARAWAK",2015," 38",NA
"SABAH",2015," 38",NA
"LABUAN",2015," 38",NA
"MALAYSIA",2015," 38","0"
"PERLIS",2010," 39","7"
"KEDAH",2010," 39","11"
"PULAU PINANG",2010," 39","62"
"PERAK",2010," 39","48"
"SELANGOR",2010," 39","190"
"WPKL/PUTRAJAYA",2010," 39","69"
"N.SEMBILAN",2010," 39","11"
"MELAKA",2010," 39","63"
"JOHOR",2010," 39","118"
"PAHANG",2010," 39","38"
"TERENGGANU",2010," 39","64"
"KELANTAN",2010," 39","132"
"SARAWAK",2010," 39","67"
"SABAH",2010," 39","33"
"LABUAN",2010," 39","0"
"MALAYSIA",2010," 39","913"
"PERLIS",2011," 39","3"
"KEDAH",2011," 39","8"
"PULAU PINANG",2011," 39","8"
"PERAK",2011," 39","32"
"SELANGOR",2011," 39","121"
"WPKL/PUTRAJAYA",2011," 39","42"
"N.SEMBILAN",2011," 39","15"
"MELAKA",2011," 39","9"
"JOHOR",2011," 39","30"
"PAHANG",2011," 39","13"
"TERENGGANU",2011," 39","7"
"KELANTAN",2011," 39","12"
"SARAWAK",2011," 39","16"
"SABAH",2011," 39","8"
"LABUAN",2011," 39","0"
"MALAYSIA",2011," 39","324"
"PERLIS",2012," 39","0"
"KEDAH",2012," 39","7"
"PULAU PINANG",2012," 39","10"
"PERAK",2012," 39","44"
"SELANGOR",2012," 39","124"
"WPKL/PUTRAJAYA",2012," 39","25"
"N.SEMBILAN",2012," 39","10"
"MELAKA",2012," 39","8"
"JOHOR",2012," 39","35"
"PAHANG",2012," 39","12"
"TERENGGANU",2012," 39","21"
"KELANTAN",2012," 39","23"
"SARAWAK",2012," 39","58"
"SABAH",2012," 39","13"
"LABUAN",2012," 39","0"
"MALAYSIA",2012," 39","390"
"PERLIS",2013," 39","1"
"KEDAH",2013," 39","10"
"PULAU PINANG",2013," 39","18"
"PERAK",2013," 39","46"
"SELANGOR",2013," 39","691"
"WPKL/PUTRAJAYA",2013," 39","60"
"N.SEMBILAN",2013," 39","42"
"MELAKA",2013," 39","65"
"JOHOR",2013," 39","103"
"PAHANG",2013," 39","13"
"TERENGGANU",2013," 39","21"
"KELANTAN",2013," 39","43"
"SARAWAK",2013," 39","17"
"SABAH",2013," 39","19"
"LABUAN",2013," 39","0"
"MALAYSIA",2013," 39","1149"
"PERLIS",2014," 39","3"
"KEDAH",2014," 39","13"
"PULAU PINANG",2014," 39","82"
"PERAK",2014," 39","105"
"SELANGOR",2014," 39","1052"
"WPKL/PUTRAJAYA",2014," 39","124"
"N.SEMBILAN",2014," 39","42"
"MELAKA",2014," 39","73"
"JOHOR",2014," 39","123"
"PAHANG",2014," 39","77"
"TERENGGANU",2014," 39","65"
"KELANTAN",2014," 39","405"
"SARAWAK",2014," 39","90"
"SABAH",2014," 39","27"
"LABUAN",2014," 39","0"
"MALAYSIA",2014," 39","2281"
"PERLIS",2015," 39",NA
"KEDAH",2015," 39",NA
"PULAU PINANG",2015," 39",NA
"PERAK",2015," 39",NA
"SELANGOR",2015," 39",NA
"WPKL/PUTRAJAYA",2015," 39",NA
"N.SEMBILAN",2015," 39",NA
"MELAKA",2015," 39",NA
"JOHOR",2015," 39",NA
"PAHANG",2015," 39",NA
"TERENGGANU",2015," 39",NA
"KELANTAN",2015," 39",NA
"SARAWAK",2015," 39",NA
"SABAH",2015," 39",NA
"LABUAN",2015," 39",NA
"MALAYSIA",2015," 39","0"
"PERLIS",2010," 40","4"
"KEDAH",2010," 40","13"
"PULAU PINANG",2010," 40","51"
"PERAK",2010," 40","40"
"SELANGOR",2010," 40","181"
"WPKL/PUTRAJAYA",2010," 40","52"
"N.SEMBILAN",2010," 40","10"
"MELAKA",2010," 40","66"
"JOHOR",2010," 40","151"
"PAHANG",2010," 40","30"
"TERENGGANU",2010," 40","99"
"KELANTAN",2010," 40","101"
"SARAWAK",2010," 40","69"
"SABAH",2010," 40","44"
"LABUAN",2010," 40","0"
"MALAYSIA",2010," 40","911"
"PERLIS",2011," 40","3"
"KEDAH",2011," 40","13"
"PULAU PINANG",2011," 40","18"
"PERAK",2011," 40","18"
"SELANGOR",2011," 40","110"
"WPKL/PUTRAJAYA",2011," 40","43"
"N.SEMBILAN",2011," 40","17"
"MELAKA",2011," 40","9"
"JOHOR",2011," 40","31"
"PAHANG",2011," 40","17"
"TERENGGANU",2011," 40","11"
"KELANTAN",2011," 40","10"
"SARAWAK",2011," 40","9"
"SABAH",2011," 40","7"
"LABUAN",2011," 40","0"
"MALAYSIA",2011," 40","316"
"PERLIS",2012," 40","3"
"KEDAH",2012," 40","9"
"PULAU PINANG",2012," 40","12"
"PERAK",2012," 40","55"
"SELANGOR",2012," 40","122"
"WPKL/PUTRAJAYA",2012," 40","29"
"N.SEMBILAN",2012," 40","18"
"MELAKA",2012," 40","6"
"JOHOR",2012," 40","21"
"PAHANG",2012," 40","6"
"TERENGGANU",2012," 40","11"
"KELANTAN",2012," 40","21"
"SARAWAK",2012," 40","63"
"SABAH",2012," 40","12"
"LABUAN",2012," 40","1"
"MALAYSIA",2012," 40","389"
"PERLIS",2013," 40",NA
"KEDAH",2013," 40",NA
"PULAU PINANG",2013," 40",NA
"PERAK",2013," 40",NA
"SELANGOR",2013," 40",NA
"WPKL/PUTRAJAYA",2013," 40",NA
"N.SEMBILAN",2013," 40",NA
"MELAKA",2013," 40",NA
"JOHOR",2013," 40",NA
"PAHANG",2013," 40",NA
"TERENGGANU",2013," 40",NA
"KELANTAN",2013," 40",NA
"SARAWAK",2013," 40",NA
"SABAH",2013," 40",NA
"LABUAN",2013," 40",NA
"MALAYSIA",2013," 40","MISSING"
"PERLIS",2014," 40","3"
"KEDAH",2014," 40","18"
"PULAU PINANG",2014," 40","60"
"PERAK",2014," 40","133"
"SELANGOR",2014," 40","991"
"WPKL/PUTRAJAYA",2014," 40","107"
"N.SEMBILAN",2014," 40","41"
"MELAKA",2014," 40","50"
"JOHOR",2014," 40","133"
"PAHANG",2014," 40","65"
"TERENGGANU",2014," 40","70"
"KELANTAN",2014," 40","323"
"SARAWAK",2014," 40","112"
"SABAH",2014," 40","34"
"LABUAN",2014," 40","0"
"MALAYSIA",2014," 40","2140"
"PERLIS",2015," 40",NA
"KEDAH",2015," 40",NA
"PULAU PINANG",2015," 40",NA
"PERAK",2015," 40",NA
"SELANGOR",2015," 40",NA
"WPKL/PUTRAJAYA",2015," 40",NA
"N.SEMBILAN",2015," 40",NA
"MELAKA",2015," 40",NA
"JOHOR",2015," 40",NA
"PAHANG",2015," 40",NA
"TERENGGANU",2015," 40",NA
"KELANTAN",2015," 40",NA
"SARAWAK",2015," 40",NA
"SABAH",2015," 40",NA
"LABUAN",2015," 40",NA
"MALAYSIA",2015," 40","0"
"PERLIS",2010," 41","8"
"KEDAH",2010," 41","20"
"PULAU PINANG",2010," 41","62"
"PERAK",2010," 41","41"
"SELANGOR",2010," 41","190"
"WPKL/PUTRAJAYA",2010," 41","77"
"N.SEMBILAN",2010," 41","10"
"MELAKA",2010," 41","61"
"JOHOR",2010," 41","135"
"PAHANG",2010," 41","40"
"TERENGGANU",2010," 41","105"
"KELANTAN",2010," 41","98"
"SARAWAK",2010," 41","61"
"SABAH",2010," 41","26"
"LABUAN",2010," 41","0"
"MALAYSIA",2010," 41","934"
"PERLIS",2011," 41","2"
"KEDAH",2011," 41","4"
"PULAU PINANG",2011," 41","10"
"PERAK",2011," 41","29"
"SELANGOR",2011," 41","141"
"WPKL/PUTRAJAYA",2011," 41","46"
"N.SEMBILAN",2011," 41","13"
"MELAKA",2011," 41","13"
"JOHOR",2011," 41","22"
"PAHANG",2011," 41","18"
"TERENGGANU",2011," 41","11"
"KELANTAN",2011," 41","11"
"SARAWAK",2011," 41","14"
"SABAH",2011," 41","6"
"LABUAN",2011," 41","0"
"MALAYSIA",2011," 41","340"
"PERLIS",2012," 41","3"
"KEDAH",2012," 41","7"
"PULAU PINANG",2012," 41","12"
"PERAK",2012," 41","40"
"SELANGOR",2012," 41","112"
"WPKL/PUTRAJAYA",2012," 41","23"
"N.SEMBILAN",2012," 41","6"
"MELAKA",2012," 41","6"
"JOHOR",2012," 41","25"
"PAHANG",2012," 41","11"
"TERENGGANU",2012," 41","10"
"KELANTAN",2012," 41","31"
"SARAWAK",2012," 41","42"
"SABAH",2012," 41","9"
"LABUAN",2012," 41","0"
"MALAYSIA",2012," 41","337"
"PERLIS",2013," 41",NA
"KEDAH",2013," 41",NA
"PULAU PINANG",2013," 41",NA
"PERAK",2013," 41",NA
"SELANGOR",2013," 41",NA
"WPKL/PUTRAJAYA",2013," 41",NA
"N.SEMBILAN",2013," 41",NA
"MELAKA",2013," 41",NA
"JOHOR",2013," 41",NA
"PAHANG",2013," 41",NA
"TERENGGANU",2013," 41",NA
"KELANTAN",2013," 41",NA
"SARAWAK",2013," 41",NA
"SABAH",2013," 41",NA
"LABUAN",2013," 41",NA
"MALAYSIA",2013," 41","MISSING"
"PERLIS",2014," 41","7"
"KEDAH",2014," 41","26"
"PULAU PINANG",2014," 41","76"
"PERAK",2014," 41","105"
"SELANGOR",2014," 41","846"
"WPKL/PUTRAJAYA",2014," 41","110"
"N.SEMBILAN",2014," 41","36"
"MELAKA",2014," 41","42"
"JOHOR",2014," 41","160"
"PAHANG",2014," 41","70"
"TERENGGANU",2014," 41","62"
"KELANTAN",2014," 41","173"
"SARAWAK",2014," 41","76"
"SABAH",2014," 41","33"
"LABUAN",2014," 41","0"
"MALAYSIA",2014," 41","1822"
"PERLIS",2015," 41",NA
"KEDAH",2015," 41",NA
"PULAU PINANG",2015," 41",NA
"PERAK",2015," 41",NA
"SELANGOR",2015," 41",NA
"WPKL/PUTRAJAYA",2015," 41",NA
"N.SEMBILAN",2015," 41",NA
"MELAKA",2015," 41",NA
"JOHOR",2015," 41",NA
"PAHANG",2015," 41",NA
"TERENGGANU",2015," 41",NA
"KELANTAN",2015," 41",NA
"SARAWAK",2015," 41",NA
"SABAH",2015," 41",NA
"LABUAN",2015," 41",NA
"MALAYSIA",2015," 41","0"
"PERLIS",2010," 42","12"
"KEDAH",2010," 42","14"
"PULAU PINANG",2010," 42","48"
"PERAK",2010," 42","47"
"SELANGOR",2010," 42","227"
"WPKL/PUTRAJAYA",2010," 42","72"
"N.SEMBILAN",2010," 42","9"
"MELAKA",2010," 42","53"
"JOHOR",2010," 42","142"
"PAHANG",2010," 42","42"
"TERENGGANU",2010," 42","62"
"KELANTAN",2010," 42","64"
"SARAWAK",2010," 42","65"
"SABAH",2010," 42","31"
"LABUAN",2010," 42","0"
"MALAYSIA",2010," 42","888"
"PERLIS",2011," 42","2"
"KEDAH",2011," 42","7"
"PULAU PINANG",2011," 42","9"
"PERAK",2011," 42","32"
"SELANGOR",2011," 42","153"
"WPKL/PUTRAJAYA",2011," 42","51"
"N.SEMBILAN",2011," 42","14"
"MELAKA",2011," 42","9"
"JOHOR",2011," 42","30"
"PAHANG",2011," 42","16"
"TERENGGANU",2011," 42","10"
"KELANTAN",2011," 42","18"
"SARAWAK",2011," 42","10"
"SABAH",2011," 42","8"
"LABUAN",2011," 42","0"
"MALAYSIA",2011," 42","369"
"PERLIS",2012," 42","2"
"KEDAH",2012," 42","10"
"PULAU PINANG",2012," 42","11"
"PERAK",2012," 42","38"
"SELANGOR",2012," 42","133"
"WPKL/PUTRAJAYA",2012," 42","24"
"N.SEMBILAN",2012," 42","13"
"MELAKA",2012," 42","2"
"JOHOR",2012," 42","29"
"PAHANG",2012," 42","12"
"TERENGGANU",2012," 42","9"
"KELANTAN",2012," 42","23"
"SARAWAK",2012," 42","59"
"SABAH",2012," 42","26"
"LABUAN",2012," 42","0"
"MALAYSIA",2012," 42","391"
"PERLIS",2013," 42","6"
"KEDAH",2013," 42","15"
"PULAU PINANG",2013," 42","26"
"PERAK",2013," 42","51"
"SELANGOR",2013," 42","870"
"WPKL/PUTRAJAYA",2013," 42","60"
"N.SEMBILAN",2013," 42","25"
"MELAKA",2013," 42","92"
"JOHOR",2013," 42","147"
"PAHANG",2013," 42","16"
"TERENGGANU",2013," 42","24"
"KELANTAN",2013," 42","38"
"SARAWAK",2013," 42","17"
"SABAH",2013," 42","21"
"LABUAN",2013," 42","0"
"MALAYSIA",2013," 42","1408"
"PERLIS",2014," 42","7"
"KEDAH",2014," 42","19"
"PULAU PINANG",2014," 42","87"
"PERAK",2014," 42","116"
"SELANGOR",2014," 42","1103"
"WPKL/PUTRAJAYA",2014," 42","127"
"N.SEMBILAN",2014," 42","41"
"MELAKA",2014," 42","67"
"JOHOR",2014," 42","162"
"PAHANG",2014," 42","72"
"TERENGGANU",2014," 42","73"
"KELANTAN",2014," 42","183"
"SARAWAK",2014," 42","72"
"SABAH",2014," 42","31"
"LABUAN",2014," 42","0"
"MALAYSIA",2014," 42","2160"
"PERLIS",2015," 42",NA
"KEDAH",2015," 42",NA
"PULAU PINANG",2015," 42",NA
"PERAK",2015," 42",NA
"SELANGOR",2015," 42",NA
"WPKL/PUTRAJAYA",2015," 42",NA
"N.SEMBILAN",2015," 42",NA
"MELAKA",2015," 42",NA
"JOHOR",2015," 42",NA
